inst_hash,bloco,escopo,nivel,descricao,valor,periodo
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DR,IND,1,Resultado de Intermediação Financeira,7203580.727637829,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DR,IND,1.1,Receita em Aplicações Interfinanceiras (nota 18),7523768.913100686,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DR,IND,1.2,Resultado com Instrumentos Financeiros Derivativos (nota 18),-320188.1854628571,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DR,IND,2,Outras Receitas/ (Despesas) Operacionais,-28420948.85412552,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DR,IND,2.1,Receita com Prestação de Serviços (nota 17),88471262.86976968,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DR,IND,2.2,Outras Receitas Operacionais (nota 22),28146501.8380145,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DR,IND,2.3,Despesas de Pessoal (nota 19),-35887214.582898185,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DR,IND,2.4,Despesas Administrativas (nota 20),-55365111.38346317,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DR,IND,2.5,Outras Despesas Operacionais (nota 23),-46190739.70203763,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DR,IND,2.6,Despesas Tributárias (nota 21),-7595647.893510715,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DR,IND,3,Resultado Operacional,-21217368.12648769,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DR,IND,4,Resultado Não Operacional,16989.577187825067,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DR,IND,5,Resultado antes da tributação e participações,-21200378.549299866,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DR,IND,6,Imposto de Renda e Contribuição Social (nota 24),5368706.3913527215,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DR,IND,6.1,Imposto de Renda Corrente,0.0,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DR,IND,6.2,Contribuição Social Corrente,0.0,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DR,IND,6.3,Imposto de Renda Diferido,3494625.3384803254,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DR,IND,6.4,Contribuição Social Diferida,1874081.052872396,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DR,IND,7,Lucro/(Prejuízo),-15831672.157947144,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DRA,IND,1,Lucro Líquido/(Prejuízo),-15831672.157947144,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DRA,IND,1.1,Outros resultados abrangentes,0.0,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DRA,IND,2,Resultado abrangente total do semestre/exercício,-15831672.157947144,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,1,Lucro Líquido/(Prejuízo),-15831672.157947144,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,2,Ajustes ao Lucro Líquido/(Prejuízo),-649524.6047960814,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,2.1,Imposto de Renda e Contribuição Social Diferidos (nota 24),-5370013.281905632,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,2.2,Variação Cambial (nota 22 e 23),-5052438.877548593,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,2.3,Variação Cambial sobre Caixa e Equivalentes de Caixa (nota 22 e 23),2130231.6012426815,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,2.4,Depreciação e Amortização (nota 20),5098180.04690043,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,2.5,Ajuste de MTM de Instrumentos Financeiros Derivativos,320188.1854628571,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,2.6,Contingências Civeis,2241317.2982399995,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,2.7,Resultado na Venda de Ativo Imobilizado,-16989.577187825067,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,3,Variações em Ativos e Passivos,56168849.073502585,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,3.1,(Aumento)/Redução em Aplicações Interfinanceiras (nota 5),-59336751.773755506,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,3.2,(Aumento)/Redução em Relações Interfinanceiras (nota 11),-538438.9077987637,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,3.3,(Aumento)/Redução em Outros Créditos (nota 8),-5315123.878683427,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,3.4,Aumento em Depósitos (nota 11),74458782.36147273,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,3.5,(Redução)/Aumento em Instrumentos Financeiros Derivativos (nota 11),-388146.49421415734,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,3.6,(Redução)/Aumento em Outras Obrigações (nota 12),44127159.51899334,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,3.7,(Redução)/Aumento em Outros Valores e Bens,-267912.5633464722,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,3.8,(Redução)/Aumento em Resultado de Exercícios Futuros (nota 13),-2352402.995237317,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,3.9,Impostos Pagos,5781683.8060721615,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,4,Caixa Líquido Originado/(Aplicado) em Atividades Operacionais,39687652.31075936,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,5,Caixa Líquido Originado/(Aplicado) em Atividades de Investimentos,-31984839.391910054,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,5.1,Aquisição de Imobilizado (nota 9),-1870160.381213667,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,5.2,Baixa de Imobilizado,139837.28916132942,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,5.3,Aquisição de Intangível,-30254516.299857717,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,6,Caixa Líquido Originado em Atividades de Financiamento,19087136.52524501,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,6.1,Aumento de Capital Social,19087136.52524501,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,7,Variação Cambial em Caixa e Equivalentes de Caixa,-2130231.6012426815,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,8,Aumento Líquido do Caixa e Equivalentes de Caixa (nota 4),24659717.84285163,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,9,Caixa e Equivalentes de Caixa no Início do Semestre/Exercício,109037799.50090837,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DFC,IND,10,Caixa e Equivalentes de Caixa no Final do Semestre/Exercício,133697517.34376001,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DMPL,IND,1,Capital social,90764855.79012607,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DMPL,IND,2,Aumento de Capital Social,19087136.52524501,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DMPL,IND,3,Prejuízos Acumulados,-52921226.04952218,2020-12-31
378076dc556eff34703d78074feb5d5663aa1c302387335c8578f41b05f915a3,DMPL,IND,4,Total,56930766.2658489,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1,Total do ativo,55362256086.847,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.1,Circulante,53991645231.37272,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.1.1,Disponibilidades,575175147.8479799,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.1.2,Títulos e valores mobiliários e instrumentos financeiros derivativos,1325173564.532437,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.1.2.1,Carteira própria,797501125.401315,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.1.2.2,Instrumentos financeiros derivativos,0.0,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.1.2.3,Vinculados à prestação de garantias,527672439.13112223,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.1.3,Relações Interfinanceiras,49871049365.24577,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.1.3.1,Pagamentos e recebimentos a liquidar,49871049365.24577,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.1.4,Outros créditos,2145875962.9252398,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.1.4.1,Créditos tributários,0.0,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.1.4.2,Diversos,2203282986.409562,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.1.4.3,(Provisão para outros créditos de liquidação duvidosa),-57407023.484322585,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.1.5,Outros valores e bens,74371190.82128683,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.1.5.1,Estoque de venda de Superget,38856265.6762153,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.1.5.2,Despesas antecipadas,35514925.14507152,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.2,Realizável a longo prazo,469146251.82943046,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.2.1,Outros créditos,391925848.5393065,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.2.1.1,Créditos Tributários,391925848.5393065,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.2.1.2,Diversos,0.0,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.2.2,Outros valores e bens,77220403.29012395,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.2.2.1,Despesas antecipadas,77220403.29012395,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.3,Permanente,901464603.6448554,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.3.1,Investimentos,116762608.08021067,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.3.1.1,Participações em coligadas e controladas no país,116762608.08021067,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.3.1.2,(Provisões para perdas),0.0,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.3.2,Imobilizado,599513635.6861492,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.3.2.1,Imóveis,11785422.032652406,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.3.2.2,Outras imobilizações de uso,1587544325.5340831,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.3.2.3,(Depreciações acumuladas),-999816111.8805864,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.3.3,Intangível,185188359.87849557,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.3.3.1,Ativos intangíveis,1443740325.4897141,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,1.3.3.2,(Amortizações acumuladas),-1258551965.6112185,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2,Total do passivo e patrimônio líquido,55362256086.847,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.1,Circulante,52802609679.75192,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.1.1,Relações interfinanceiras,21266898088.853355,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.1.1.1,Recebimentos e pagamentos a liquidar,21266898088.853355,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.1.2,Obrigações por empréstimos e repasses,3291651747.771766,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.1.2.1,Empréstimos no país - outras instituições,3291651747.771766,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.1.2.2,Empréstimos no Exterior,0.0,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.1.3,Instrumentos financeiros derivativos,0.0,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.1.3.1,Instrumentos financeiros derivativos,0.0,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.1.4,Outras obrigações,28244059843.126797,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.1.4.1,Sociais e estatutárias,290280502.48114866,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.1.4.2,Fiscais e previdenciárias,33944485.594892204,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.1.4.3,Diversas,27919834855.05076,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.2,Exigível a longo prazo,45070570.03055463,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.2.1,Obrigações por empréstimos e repasses,23221224.12914874,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.2.1.1,Empréstimos no país - outras instituições,23221224.12914874,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.2.2,Outras obrigações,21849345.90140589,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.2.2.1,Sociais e estatutárias,18090931.5877281,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.2.2.2,Fiscais e previdenciárias,165309.42633466495,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.2.2.3,Diversas,3593104.88734312,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.3,Patrimônio líquido,2514575837.0645256,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.3.1,Capital social - de domiciliados no país,1351448262.7779055,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.3.2,Capital social - de domiciliados no exterior,0.0,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.3.3,Reservas de capital,384708286.97686714,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.3.4,Reservas de lucros,778693852.9661366,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.3.5,Ajustes de avaliação patrimonial,-274565.65638343774,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.3.6,Lucros ou prejuízos acumulados,0.0,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,BP,IND,2.3.7,Participação de não-controladores,0.0,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DR,IND,1,Receitas de intermediação financeira,14855047.069935754,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DR,IND,1.1,Resultado de operações com títulos e valores mobiliários,14855047.069935754,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DR,IND,2,Despesas de intermediação financeira,-31005017.979493048,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DR,IND,2.1,Operações de empréstimos e repasses,-16278228.223092811,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DR,IND,2.2,Provisão para créditos de liquidação duvidosa,-14726789.756400239,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DR,IND,3,Resultado bruto de intermediação financeira,-16149970.909557296,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DR,IND,4,Outras receitas e despesas operacionais,297518015.1812491,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DR,IND,4.1,Receitas de prestação de serviços,999069369.2995573,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DR,IND,4.2,Despesas de pessoal,-108632994.51040764,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DR,IND,4.3,Outras despesas administrativas,-468492614.5574865,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DR,IND,4.4,Despesas tributárias,-107592685.18950845,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DR,IND,4.5,Resultado de participações em controladas,4199239.450570225,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DR,IND,4.6,Outras receitas operacionais,290710877.0221234,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DR,IND,4.7,Outras despesas operacionais,-311743176.3335993,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DR,IND,5,Resultado operacional,281368044.2716918,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DR,IND,6,Resultado não operacional,0.0,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DR,IND,7,Resultado antes da tributação sobre o lucro e participações,281368044.2716918,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DR,IND,8,Imposto de renda e contribuição social,-84760033.21766362,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DR,IND,8.1,Imposto de renda,-46152681.73512465,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DR,IND,8.2,Contribuição social,-15823152.273585314,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DR,IND,8.3,Ativo (passivo) fiscal diferido,-22784199.20895365,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DR,IND,9,Participações nos lucros,-18399699.194387678,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DR,IND,10,Lucro líquido,178208311.8596405,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DR,IND,11,Participação de acionistas não controladores,0.0,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DR,IND,12,Lucro líquido,178208311.8596405,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DRA,IND,1,Resultado Líquido do Período,178208311.8596405,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DRA,IND,2,Itens que poderão ser reclassificados para resultado,0.0,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DRA,IND,3,Variação dos ativos disponíveis para venda,21851.246009754563,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DRA,IND,4,Resultado Abrangente do Período,178230163.10565025,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DFC,IND,1,Caixa líquido gerado pelas atividades operacionais (= a + b + c),-325955036.7275088,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DFC,IND,1.1,Lucro líquido (a),178208311.8596405,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DFC,IND,1.2,Ajustes ao lucro líquido (b),222604343.42641574,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DFC,IND,1.2.1,Depreciação e amortização,166146424.06225598,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DFC,IND,1.2.2,Provisão para créditos de liquidação duvidosa,14726789.756400239,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DFC,IND,1.2.3,Outras provisões (reversões),761943.4478183982,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DFC,IND,1.2.4,"Provisão (reversão) para riscos cíveis, fiscais e trabalhistas",1981813.0076673052,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DFC,IND,1.2.5,Custo residual dos ativos permanentes baixados,0.0,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DFC,IND,1.2.6,Provisão (Reversão) perdas intangível/imobilizado,4124185.1707975892,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DFC,IND,1.2.7,Juros e encargos sobre financiamentos,16278228.223092811,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DFC,IND,1.2.8,Resultado de equivalência patrimonial,-4199239.450570225,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DFC,IND,1.2.9,Ativo (passivo) fiscal diferido,22784199.20895365,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DFC,IND,1.3,Variação de ativos e passivos (c),-726767692.0135651,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DFC,IND,1.3.1,Títulos e valores mobiliários,-141768984.00293893,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DFC,IND,1.3.2,Relações interfinanceiras ativas,-4992057758.946232,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DFC,IND,1.3.3,Outros créditos,-979869724.4903778,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DFC,IND,1.3.4,Outros valores e bens,-12865633.628873752,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DFC,IND,1.3.5,Relações interfinanceiras passivas,3084631142.967003,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DFC,IND,1.3.6,Outras obrigações,2441673429.996764,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DFC,IND,1.3.7,Impostos pagos,-126510163.90890989,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DFC,IND,2,Caixa líquido aplicado nas atividades de investimentos,-178011650.64555272,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DFC,IND,2.1,Baixa de Investimentos e/ou participação em controladas,0.0,2020-12-31
67bc48603bfcbe2351eb75d5fad61f508a7263a6acdb2db8885e73b8b9648c66,DFC,IND,2.2,Aquisição de imobilizado,-166358286.14313316,2020-12-31
